nct_id,start_year,completion_year,phase,overall_status,primary_purpose
NCT01760993,2013.0,2013.0,Phase 3,Terminated,Treatment
NCT01761227,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01761604,2011.0,2017.0,Not Applicable,Completed,Treatment
NCT01761825,2012.0,,Phase 2,Unknown status,Treatment
NCT01761942,2012.0,2014.0,Phase 2,Unknown status,Treatment
NCT01762475,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01763255,2012.0,2014.0,Phase 1/Phase 2,Completed,Treatment
NCT01764243,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01764711,2013.0,2020.0,Not Applicable,Completed,Other
NCT01764737,2012.0,2014.0,Phase 1,Completed,Treatment
NCT01765283,2012.0,2015.0,Phase 1/Phase 2,Completed,Treatment
NCT01765608,2010.0,2013.0,Phase 2,Completed,Treatment
NCT01766128,2013.0,2013.0,Phase 2/Phase 3,Withdrawn,Treatment
NCT01766258,2011.0,2012.0,Phase 2,Completed,Prevention
NCT01766336,2013.0,2015.0,Phase 2,Terminated,Treatment
NCT01766791,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01767129,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01767311,2012.0,2025.0,Phase 2,"Active, not recruiting",Treatment
NCT01767428,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01767493,2012.0,2013.0,Phase 4,Completed,Other
NCT01767701,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01767792,2013.0,2020.0,Phase 2,Completed,Treatment
NCT01767909,2014.0,2018.0,Phase 2/Phase 3,Completed,Treatment
NCT01767922,2008.0,2009.0,Phase 3,Completed,Supportive Care
NCT01768039,2013.0,2014.0,Phase 3,Unknown status,Treatment
NCT01768676,2012.0,2014.0,Phase 4,Completed,Treatment
NCT01768767,2013.0,2013.0,Phase 2,Withdrawn,Treatment
NCT01769703,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01770145,2012.0,2014.0,Phase 4,Completed,Treatment
NCT01770600,2010.0,,Not Applicable,Withdrawn,Treatment
NCT01771406,2013.0,2016.0,Phase 4,Unknown status,Treatment
NCT01771627,2012.0,2015.0,Not Applicable,Completed,Prevention
NCT01771640,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01772199,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01772524,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01772641,2012.0,2014.0,Phase 4,Terminated,Treatment
NCT01773278,2008.0,2025.0,Phase 2,Recruiting,Treatment
NCT01773538,2013.0,2015.0,Not Applicable,Completed,Diagnostic
NCT01774435,2012.0,2013.0,Phase 1,Completed,Treatment
NCT01774864,2011.0,2012.0,Phase 3,Completed,Treatment
NCT01776320,2013.0,2015.0,Phase 4,Withdrawn,Treatment
NCT01776970,2013.0,2015.0,Phase 2/Phase 3,Completed,Supportive Care
NCT01777139,2013.0,2017.0,Phase 3,Completed,Treatment
NCT01777412,2013.0,2015.0,Phase 1,Completed,Treatment
NCT01777542,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01777555,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01777646,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01777672,2012.0,,Phase 2,Completed,Treatment
NCT01778010,2009.0,2013.0,Phase 2,Completed,Treatment
NCT01778907,2013.0,2017.0,Phase 4,Completed,Screening
NCT01778946,2013.0,2021.0,Phase 1/Phase 2,Completed,Treatment
NCT01779700,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01780246,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01780467,2013.0,2015.0,Phase 4,Unknown status,
NCT01782027,2012.0,2023.0,Not Applicable,Suspended,Basic Science
NCT01782222,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01782742,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01783041,2013.0,2021.0,Phase 2/Phase 3,Completed,Prevention
NCT01783522,2013.0,2013.0,Phase 2,Terminated,Prevention
NCT01783574,2013.0,2017.0,Not Applicable,Completed,Treatment
NCT01783847,2015.0,2017.0,Phase 1/Phase 2,Completed,Treatment
NCT01783912,2012.0,2014.0,Phase 4,Completed,Treatment
NCT01784614,2009.0,2010.0,Phase 1,Completed,
NCT01784666,2013.0,2014.0,Phase 2,Terminated,Treatment
NCT01785290,2013.0,2017.0,Phase 4,Completed,Prevention
NCT01786174,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01786239,2013.0,2015.0,Not Applicable,Completed,Treatment
NCT01787123,2013.0,2019.0,Phase 2/Phase 3,Completed,Treatment
NCT01787578,2013.0,2014.0,Phase 1,Withdrawn,Treatment
NCT01788072,2014.0,2017.0,Phase 2,Completed,Treatment
NCT01788176,2013.0,2016.0,Phase 2,Unknown status,Treatment
NCT01788774,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01788930,2013.0,2017.0,Not Applicable,Terminated,Diagnostic
NCT01788969,2005.0,2019.0,Phase 1,Unknown status,Treatment
NCT01789047,2013.0,2016.0,Phase 2,Terminated,Treatment
NCT01789125,2012.0,2016.0,Phase 1,Completed,Treatment
NCT01789398,2012.0,2014.0,Phase 3,Completed,Treatment
NCT01789606,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01790490,2011.0,2012.0,Phase 2,Completed,Treatment
NCT01790971,2020.0,2020.0,Not Applicable,Suspended,Treatment
NCT01791153,2013.0,2018.0,Phase 3,Completed,Treatment
NCT01791244,2013.0,2016.0,Phase 4,Completed,Treatment
NCT01791296,2011.0,2016.0,Phase 4,Completed,Prevention
NCT01791400,2009.0,2010.0,Phase 2,Completed,Treatment
NCT01791725,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01791816,2013.0,2022.0,Early Phase 1,"Active, not recruiting",Diagnostic
NCT01792297,2012.0,2013.0,Not Applicable,Completed,Prevention
NCT01793415,2013.0,2013.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01793441,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01793610,2013.0,2017.0,Phase 2,Completed,Treatment
NCT01793935,2013.0,2016.0,Not Applicable,Completed,Treatment
NCT01794429,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01794455,2013.0,2015.0,Phase 4,Terminated,Basic Science
NCT01794689,2013.0,2019.0,Not Applicable,Completed,Basic Science
NCT01794793,2013.0,2023.0,Phase 4,"Active, not recruiting",Treatment
NCT01794897,2013.0,2016.0,Phase 4,Completed,Basic Science
NCT01795183,2012.0,2013.0,Phase 4,Completed,Treatment
NCT01795547,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01795859,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01795872,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01796132,2012.0,2018.0,Phase 4,Unknown status,
NCT01796574,2012.0,2017.0,Not Applicable,Completed,Treatment
NCT01796951,2013.0,2016.0,Early Phase 1,Completed,Prevention
NCT01797380,2008.0,2009.0,Phase 4,Terminated,Treatment
NCT01797575,2013.0,2017.0,Phase 2,Completed,Treatment
NCT01797965,2013.0,2018.0,Phase 3,Terminated,Treatment
NCT01798329,2013.0,2015.0,Phase 3,Unknown status,Treatment
NCT01798394,2014.0,2016.0,Not Applicable,Completed,Prevention
NCT01798667,2013.0,2013.0,Phase 2,Unknown status,Treatment
NCT01799590,2007.0,2009.0,Phase 2,Completed,Treatment
NCT01799837,2012.0,2013.0,Phase 1,Completed,Diagnostic
NCT01799941,2013.0,2015.0,Phase 4,Completed,Treatment
NCT01800097,2012.0,2015.0,Phase 3,Terminated,Treatment
NCT01801072,2013.0,2023.0,Phase 4,Completed,Supportive Care
NCT01801423,2013.0,2019.0,Not Applicable,Completed,Treatment
NCT01801709,2014.0,2029.0,Phase 1/Phase 2,"Active, not recruiting",Treatment
NCT01801917,2013.0,2016.0,Phase 2,Terminated,Treatment
NCT01802385,2015.0,2017.0,Phase 3,Completed,Treatment
NCT01802489,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01802502,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01802515,2012.0,2014.0,Not Applicable,Terminated,Treatment
NCT01802931,2013.0,2013.0,Phase 1,Completed,Other
NCT01803412,2013.0,2016.0,Phase 3,Terminated,Treatment
NCT01803464,2012.0,2015.0,Not Applicable,Completed,Treatment
NCT01803646,2014.0,2016.0,Phase 3,Completed,Treatment
NCT01803867,2013.0,2015.0,Phase 1,Completed,Treatment
NCT01803945,2013.0,2015.0,Phase 1,Terminated,Treatment
NCT01804075,2011.0,2012.0,Phase 4,Completed,Treatment
NCT01804920,2013.0,2019.0,Not Applicable,Unknown status,Treatment
NCT01805440,2013.0,2015.0,Not Applicable,Completed,Other
NCT01805895,2013.0,2016.0,Phase 1/Phase 2,Completed,Treatment
NCT01806779,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01806896,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01807026,2013.0,2013.0,Phase 1,Completed,Basic Science
NCT01807234,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01807741,2013.0,2017.0,Phase 2,Terminated,Treatment
NCT01807988,2013.0,2014.0,Not Applicable,Unknown status,Prevention
NCT01808261,2013.0,2014.0,Phase 2,Terminated,Treatment
NCT01808482,2013.0,2013.0,Phase 1,Terminated,Treatment
NCT01808885,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01809158,2013.0,2016.0,Phase 4,Completed,Treatment
NCT01809340,2013.0,2014.0,Phase 2,Terminated,Treatment
NCT01809626,2010.0,2012.0,Early Phase 1,Completed,Basic Science
NCT01809639,2013.0,2015.0,Phase 4,Completed,Treatment
NCT01810263,2012.0,2014.0,Phase 2/Phase 3,Terminated,Treatment
NCT01810380,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01810575,2013.0,2013.0,Phase 2,Terminated,Treatment
NCT01810731,2014.0,2014.0,Phase 2/Phase 3,Withdrawn,Prevention
NCT01810783,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01811004,2012.0,2015.0,Not Applicable,Completed,Treatment
NCT01811147,2011.0,2018.0,Phase 4,Completed,Diagnostic
NCT01811225,2012.0,2017.0,Phase 2,Completed,Prevention
NCT01811459,2013.0,2016.0,Phase 3,Completed,Treatment
NCT01811498,2013.0,2021.0,Phase 1/Phase 2,Completed,Treatment
NCT01811693,2013.0,2013.0,Phase 2,Terminated,Treatment
NCT01811940,2013.0,2017.0,Phase 2/Phase 3,Completed,Treatment
NCT01812044,2013.0,,Not Applicable,Completed,Basic Science
NCT01812642,2008.0,2008.0,Phase 2,Completed,Treatment
NCT01813604,2012.0,2013.0,Phase 3,Completed,Prevention
NCT01813799,2011.0,2013.0,Phase 2,Completed,Treatment
NCT01814527,2013.0,2017.0,Not Applicable,Completed,Treatment
NCT01814618,2013.0,2013.0,Phase 2,Withdrawn,Treatment
NCT01814982,2007.0,2008.0,Phase 2,Terminated,Treatment
NCT01815073,2013.0,2013.0,Phase 4,Completed,Prevention
NCT01815125,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01816334,2013.0,2016.0,Phase 4,Completed,Treatment
NCT01816620,2014.0,2017.0,Phase 2,Completed,Treatment
NCT01817166,2013.0,2023.0,Phase 3,Completed,Prevention
NCT01817816,2009.0,2015.0,Not Applicable,Completed,Treatment
NCT01817907,2013.0,2014.0,Not Applicable,Completed,Basic Science
NCT01818661,2018.0,2028.0,Phase 4,Recruiting,Diagnostic
NCT01818713,2013.0,2014.0,Phase 2,Unknown status,Treatment
NCT01818921,2013.0,2013.0,Phase 2,Completed,Treatment
NCT01819441,2012.0,2016.0,Phase 4,Unknown status,Treatment
NCT01819727,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01820559,2009.0,2010.0,Phase 2,Completed,Treatment
NCT01820585,2009.0,2010.0,Phase 2,Completed,Treatment
NCT01820663,2012.0,2014.0,Phase 1/Phase 2,Completed,Treatment
NCT01820715,2010.0,,Phase 1,Completed,Treatment
NCT01821118,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01821378,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01821560,2013.0,2017.0,Phase 2,Completed,Treatment
NCT01821690,2013.0,2024.0,Not Applicable,Recruiting,Treatment
NCT01822249,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01822418,2013.0,2015.0,Phase 4,Completed,Treatment
NCT01822535,2011.0,2015.0,Phase 4,Completed,
NCT01822587,2013.0,2018.0,Phase 2,Completed,Treatment
NCT01822925,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01822951,,2016.0,Phase 4,Withdrawn,Treatment
NCT01823159,2013.0,2014.0,Phase 3,Completed,Basic Science
NCT01823380,2012.0,2015.0,Not Applicable,Completed,Basic Science
NCT01823822,2008.0,2009.0,Phase 2/Phase 3,Completed,Treatment
NCT01824056,2010.0,2013.0,Phase 2,Completed,Diagnostic
NCT01824082,2013.0,2020.0,Phase 4,Completed,Treatment
NCT01824121,2012.0,2014.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01825044,2013.0,2017.0,Phase 2,Completed,Treatment
NCT01825551,2012.0,2013.0,Phase 2/Phase 3,Completed,Treatment
NCT01825577,2012.0,2015.0,Phase 4,Terminated,Prevention
NCT01825616,2012.0,2013.0,Not Applicable,Completed,Prevention
NCT01825798,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01825941,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01826110,2013.0,2018.0,Phase 1,Completed,Basic Science
NCT01826422,2013.0,2017.0,Not Applicable,Completed,Prevention
NCT01826474,2013.0,2016.0,Phase 1/Phase 2,Terminated,Treatment
NCT01826487,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01827046,2013.0,2018.0,Phase 3,Completed,Treatment
NCT01827332,2013.0,2016.0,Not Applicable,Completed,Treatment
NCT01828203,2013.0,2018.0,Phase 3,Unknown status,Treatment
NCT01828294,2011.0,2017.0,Phase 1,Terminated,Treatment
NCT01828437,2012.0,2014.0,Phase 3,Completed,Treatment
NCT01828944,2012.0,2015.0,Not Applicable,Completed,Prevention
NCT01829048,2013.0,2013.0,Phase 1,Completed,Basic Science
NCT01829243,2011.0,2013.0,Phase 3,Completed,Treatment
NCT01829867,2013.0,2015.0,Phase 1,Terminated,Treatment
NCT01830517,2007.0,2012.0,Phase 4,Completed,Treatment
NCT01830842,2014.0,2016.0,Not Applicable,Completed,Basic Science
NCT01831050,2013.0,2014.0,Phase 4,Completed,Prevention
NCT01831440,2011.0,2014.0,Not Applicable,Unknown status,Prevention
NCT01831934,2010.0,2012.0,Phase 4,Completed,Basic Science
NCT01831986,2011.0,2013.0,Not Applicable,Unknown status,Treatment
NCT01832038,2013.0,2019.0,Phase 3,Completed,Treatment
NCT01832350,2012.0,2016.0,Phase 4,Terminated,Supportive Care
NCT01832532,2013.0,2015.0,Phase 1/Phase 2,Completed,Treatment
NCT01832753,2013.0,2017.0,Not Applicable,Completed,Treatment
NCT01832766,2005.0,2011.0,Phase 1/Phase 2,Terminated,
NCT01833897,2013.0,2016.0,Phase 4,Completed,Treatment
NCT01834053,2014.0,2016.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01834066,2014.0,2016.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01834079,2014.0,2016.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01834339,2013.0,2015.0,Phase 2,Terminated,Treatment
NCT01834482,2013.0,2017.0,Not Applicable,Completed,Treatment
NCT01834586,2013.0,2015.0,Phase 4,Completed,Treatment
NCT01834638,2013.0,2014.0,Phase 2,Terminated,Treatment
NCT01834794,2013.0,2015.0,Not Applicable,Completed,Treatment
NCT01834911,2013.0,2018.0,Phase 4,Completed,Treatment
NCT01835847,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01836549,2013.0,2016.0,Phase 2,Terminated,Treatment
NCT01837641,2013.0,2016.0,Phase 1,Completed,Basic Science
NCT01837862,2013.0,2025.0,Phase 1/Phase 2,Recruiting,Treatment
NCT01838174,2013.0,2022.0,Phase 4,Terminated,Treatment
NCT01838616,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01838668,2013.0,2018.0,Phase 3,Completed,Treatment
NCT01839526,2013.0,2016.0,Phase 1,Terminated,Basic Science
NCT01839656,2013.0,2017.0,Phase 2,Completed,Treatment
NCT01840345,2014.0,2017.0,Phase 2,Completed,Treatment
NCT01841125,2011.0,2014.0,Phase 4,Completed,Treatment
NCT01841502,2013.0,2014.0,Phase 2,Terminated,Other
NCT01841671,2013.0,2014.0,Phase 4,Unknown status,Treatment
NCT01841827,2013.0,2013.0,Not Applicable,Completed,Health Services Research
NCT01842022,2011.0,2013.0,Not Applicable,Completed,Basic Science
NCT01842113,2013.0,,Phase 4,Terminated,Treatment
NCT01842334,2013.0,2017.0,Phase 1/Phase 2,Terminated,Treatment
NCT01842581,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01842841,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01843023,2013.0,2019.0,Phase 4,Completed,Treatment
NCT01843075,2014.0,2019.0,Phase 2,Unknown status,Treatment
NCT01843699,2009.0,,Phase 2,Completed,Treatment
NCT01844232,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01844414,2010.0,2015.0,Not Applicable,Completed,Health Services Research
NCT01844726,2013.0,2016.0,Phase 2,Terminated,Treatment
NCT01845441,2012.0,2021.0,Phase 2,Terminated,Supportive Care
NCT01845558,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01845584,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01845740,2007.0,2009.0,Phase 1,Completed,Treatment
NCT01846481,2013.0,2013.0,Phase 2,Completed,Treatment
NCT01846663,2013.0,2016.0,Phase 4,Terminated,Treatment
NCT01846806,2012.0,2016.0,Not Applicable,Terminated,Treatment
NCT01847157,2013.0,2015.0,Not Applicable,Completed,Treatment
NCT01847521,2011.0,2013.0,Phase 2,Completed,Treatment
NCT01847573,2013.0,2016.0,Phase 1/Phase 2,Terminated,Treatment
NCT01847651,2013.0,2015.0,Phase 4,Completed,Treatment
NCT01847755,2013.0,2020.0,Phase 1/Phase 2,Completed,Treatment
NCT01847872,2013.0,2015.0,Phase 4,Completed,Prevention
NCT01849042,2013.0,2015.0,Phase 4,Unknown status,Treatment
NCT01849419,2010.0,2013.0,Not Applicable,Completed,Basic Science
NCT01850238,2013.0,2015.0,Phase 1,Completed,Treatment
NCT01850355,2013.0,2023.0,Not Applicable,"Active, not recruiting",Treatment
NCT01850381,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01850420,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01850771,2013.0,2016.0,Not Applicable,Terminated,Treatment
NCT01850784,2013.0,2014.0,Not Applicable,Unknown status,Supportive Care
NCT01850953,2013.0,2015.0,Phase 4,Completed,Other
NCT01851057,2013.0,2019.0,Not Applicable,Completed,Treatment
NCT01851083,2013.0,2020.0,Phase 2,Completed,Treatment
NCT01851148,2010.0,2012.0,Not Applicable,Completed,Treatment
NCT01851499,2013.0,2015.0,Not Applicable,Completed,Treatment
NCT01851603,2013.0,2016.0,Phase 1,Terminated,Treatment
NCT01851850,2013.0,2016.0,Phase 3,Completed,Treatment
NCT01851863,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01852110,2013.0,2016.0,Phase 2,Terminated,Treatment
NCT01852331,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01852383,2006.0,2013.0,Phase 4,Completed,Treatment
NCT01853020,2012.0,2015.0,Early Phase 1,Completed,Other
NCT01853579,2013.0,2018.0,Phase 4,Completed,Treatment
NCT01853852,2011.0,2011.0,Phase 1,Completed,
NCT01853956,2010.0,2010.0,Phase 1,Completed,Other
NCT01854294,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01854359,2013.0,2018.0,Phase 1/Phase 2,Completed,Treatment
NCT01854944,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01854957,2012.0,2014.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01855074,2007.0,2009.0,Phase 4,Completed,Treatment
NCT01855256,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01855594,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01855971,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01856205,2009.0,2009.0,Phase 2,Completed,Treatment
NCT01856270,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01856439,2011.0,2022.0,Phase 1/Phase 2,Terminated,Other
NCT01856738,2013.0,2018.0,Phase 4,Terminated,Prevention
NCT01859624,2012.0,2013.0,Phase 1,Completed,Treatment
NCT01859767,2013.0,2015.0,Phase 1,Completed,
NCT01860300,2013.0,2017.0,Not Applicable,Unknown status,Treatment
NCT01860404,2014.0,2023.0,Phase 2,Completed,Treatment
NCT01860625,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01860781,2011.0,2015.0,Phase 4,Completed,Treatment
NCT01860794,2013.0,2022.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01861145,2013.0,2016.0,Phase 4,Withdrawn,Treatment
NCT01861717,2013.0,2016.0,Phase 4,Terminated,Treatment
NCT01861847,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01862640,2013.0,2017.0,Phase 3,Completed,Treatment
NCT01862952,2013.0,2018.0,Not Applicable,Completed,Diagnostic
NCT01863810,2013.0,2014.0,Phase 3,Unknown status,Treatment
NCT01863888,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01864148,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01864551,2008.0,2012.0,Phase 4,Completed,Prevention
NCT01864655,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01865084,2013.0,2016.0,Phase 3,Terminated,Treatment
NCT01865721,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01866098,2013.0,2019.0,Not Applicable,Completed,Treatment
NCT01866111,2013.0,2021.0,Phase 2,Completed,Treatment
NCT01866995,2013.0,,Phase 3,Unknown status,Treatment
NCT01867268,2012.0,2015.0,Phase 2,Unknown status,Prevention
NCT01867645,2004.0,2011.0,Phase 1,Terminated,Treatment
NCT01867775,2012.0,2014.0,Phase 3,Unknown status,Treatment
NCT01868048,,,Phase 3,Withdrawn,Supportive Care
NCT01868191,2013.0,2014.0,Phase 3,Unknown status,Treatment
NCT01868269,2013.0,2031.0,Phase 3,"Active, not recruiting",Treatment
NCT01869374,2012.0,2020.0,Phase 1/Phase 2,Completed,Treatment
NCT01869478,2013.0,2015.0,Phase 2,Terminated,Treatment
NCT01869569,2013.0,2017.0,Phase 2,Completed,Treatment
NCT01870024,2013.0,2018.0,Phase 3,Completed,Treatment
NCT01870206,2013.0,2014.0,Phase 3,Unknown status,
NCT01870999,2007.0,2008.0,Phase 1,Completed,Treatment
NCT01871610,2012.0,2013.0,Phase 2,Unknown status,Diagnostic
NCT01872598,2012.0,2020.0,Phase 3,Completed,Treatment
NCT01873404,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01873547,2012.0,2015.0,Phase 3,Completed,Treatment
NCT01873716,2013.0,2016.0,Phase 1,Completed,Diagnostic
NCT01874028,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01874145,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01874340,2013.0,2014.0,Phase 2,Terminated,Treatment
NCT01874756,2013.0,2017.0,Phase 2,Terminated,Treatment
NCT01874847,2013.0,2019.0,Phase 2/Phase 3,Unknown status,Treatment
NCT01874951,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01875445,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01875601,2013.0,2015.0,Phase 1,Completed,Treatment
NCT01875822,2009.0,2012.0,Phase 1/Phase 2,Completed,Treatment
NCT01876355,2024.0,2025.0,Phase 3,Not yet recruiting,Treatment
NCT01876810,2014.0,2016.0,Phase 2,Completed,Treatment
NCT01876823,2006.0,2010.0,Phase 2/Phase 3,Completed,Treatment
NCT01878136,2015.0,2016.0,Phase 1/Phase 2,Withdrawn,Prevention
NCT01878513,2009.0,2018.0,Not Applicable,Completed,Treatment
NCT01878578,2002.0,2003.0,Phase 1,Terminated,Treatment
NCT01878656,2013.0,2014.0,Phase 4,Completed,Health Services Research
NCT01879202,2012.0,2017.0,Phase 2,Unknown status,Treatment
NCT01879241,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01879332,2006.0,2007.0,Phase 1,Completed,Treatment
NCT01879345,2004.0,2004.0,Phase 1,Completed,Treatment
NCT01879423,2013.0,2013.0,Phase 1,Completed,Treatment
NCT01879722,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01879748,2013.0,2013.0,Phase 1,Completed,Treatment
NCT01880099,2013.0,2015.0,Not Applicable,Completed,Treatment
NCT01880593,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01880749,2013.0,2019.0,Early Phase 1,Completed,Other
