nct_id,start_year,agency_class,lead_or_collaborator,sponsor_name,phase
NCT01990755,2010.0,OTHER,lead,"University of Turin, Italy",Not Applicable
NCT01990755,2010.0,OTHER,collaborator,University of Milan,Not Applicable
NCT01990768,2015.0,OTHER,lead,University of Washington,Phase 2
NCT01990768,2015.0,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Phase 2
NCT01990768,2015.0,FED,collaborator,U.S. Army Medical Research and Development Command,Phase 2
NCT01990768,2015.0,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Phase 2
NCT01990768,2015.0,OTHER,collaborator,Heart and Stroke Foundation of Canada,Phase 2
NCT01990768,2015.0,OTHER,collaborator,American Heart Association,Phase 2
NCT01990768,2015.0,INDUSTRY,collaborator,Defence Research and Development Canada,Phase 2
NCT01991067,2014.0,OTHER,lead,Medical University of Vienna,Phase 2
NCT01991067,2014.0,OTHER,collaborator,Austrian Science Fund (FWF),Phase 2
NCT01991145,2013.0,OTHER,lead,"MinYoung Kim, MD, PhD",Not Applicable
NCT01991145,2013.0,OTHER_GOV,collaborator,"Ministry of Health & Welfare, Korea",Not Applicable
NCT01991145,2013.0,INDUSTRY,collaborator,LG Life Sciences,Not Applicable
NCT01991145,2013.0,INDUSTRY,collaborator,Chong Kun Dang Pharmaceutical,Not Applicable
NCT01991145,2013.0,OTHER,collaborator,CHA University,Not Applicable
NCT01992146,2015.0,OTHER,lead,"Rigshospitalet, Denmark",Phase 2
NCT01992146,2015.0,OTHER,collaborator,University of Kentucky,Phase 2
NCT01992146,2015.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT01992380,2013.0,INDUSTRY,lead,Avid Radiopharmaceuticals,Phase 1
NCT01993017,2013.0,OTHER,lead,Columbia University,Not Applicable
NCT01993017,2013.0,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Not Applicable
NCT01993017,2013.0,OTHER,collaborator,Duke University,Not Applicable
NCT01993017,2013.0,OTHER,collaborator,HealthPartners Institute,Not Applicable
NCT01993017,2013.0,OTHER,collaborator,Kaiser Foundation Research Institute,Not Applicable
NCT01993251,2014.0,OTHER,lead,Hospices Civils de Lyon,Phase 2
NCT01993290,2013.0,OTHER,lead,Jens Borglum Neimann,Not Applicable
NCT01993459,2014.0,OTHER,lead,Erasmus Medical Center,Phase 4
NCT01993836,2013.0,OTHER,lead,Duke University,Phase 4
NCT01994473,2013.0,INDUSTRY,lead,"Sumitomo Pharma America, Inc.",Phase 1
NCT01995825,2012.0,OTHER,lead,"University of Maryland, Baltimore",Phase 4
NCT01995825,2012.0,FED,collaborator,Food and Drug Administration (FDA),Phase 4
NCT01996852,2013.0,OTHER,lead,Case Comprehensive Cancer Center,Not Applicable
NCT01996852,2013.0,OTHER,collaborator,The Cleveland Clinic,Not Applicable
NCT01996852,2013.0,OTHER,collaborator,University Hospitals Cleveland Medical Center,Not Applicable
NCT01997255,2014.0,OTHER,lead,Baylor College of Medicine,Phase 2
NCT01997255,2014.0,INDUSTRY,collaborator,Novartis Pharmaceuticals,Phase 2
NCT01997489,2001.0,OTHER,lead,"Rigshospitalet, Denmark",Phase 4
NCT01997632,2013.0,OTHER,lead,"University Hospital, Ghent",Phase 1
NCT01997749,2013.0,OTHER,lead,University of Copenhagen,Phase 1
NCT01997749,2013.0,OTHER,collaborator,"Glostrup University Hospital, Copenhagen",Phase 1
NCT01997749,2013.0,OTHER,collaborator,Bispebjerg Hospital,Phase 1
NCT01998841,2013.0,INDUSTRY,lead,"Genentech, Inc.",Phase 2
NCT01998841,2013.0,OTHER,collaborator,Banner Alzheimer's Institute,Phase 2
NCT01998841,2013.0,NIH,collaborator,National Institute on Aging (NIA),Phase 2
NCT01999309,2013.0,OTHER,lead,Iris Sommer,Phase 3
NCT01999309,2013.0,OTHER,collaborator,Stanley Medical Research Institute,Phase 3
NCT01999777,2013.0,INDUSTRY,lead,UCB Biopharma S.P.R.L.,Phase 3
NCT01999803,2014.0,INDUSTRY,lead,Newron Sweden AB,Phase 1
NCT01999920,2013.0,OTHER,lead,New York State Psychiatric Institute,Phase 4
NCT01999920,2013.0,INDUSTRY,collaborator,Forest Laboratories,Phase 4
NCT02000674,2013.0,OTHER,lead,Centre Hospitalier Universitaire de la Réunion,Phase 3
NCT02000674,2013.0,UNKNOWN,collaborator,Unité de Soutien Méthodologique (CHU de La Réunion),Phase 3
NCT02000674,2013.0,UNKNOWN,collaborator,"SAMU de Paris, Hôpital Necker - Enfants Malades",Phase 3
NCT02000726,2013.0,OTHER,lead,University of Michigan,Phase 2
NCT02001103,2014.0,OTHER,lead,National Taiwan University Hospital,Phase 3
NCT02001558,2013.0,OTHER,lead,University of Alabama at Birmingham,Phase 4
NCT02001558,2013.0,INDUSTRY,collaborator,"Oculus Innovative Sciences, Inc.",Phase 4
NCT02002325,2014.0,OTHER,lead,"National Cerebral and Cardiovascular Center, Japan",Phase 3
NCT02002325,2014.0,UNKNOWN,collaborator,Charitable Trust Mihara Cerebrovascular Disorder Research Promotion Fund,Phase 3
NCT02002325,2014.0,OTHER_GOV,collaborator,Japan Agency for Medical Research and Development,Phase 3
NCT02002390,2012.0,OTHER,lead,Tianjin Medical University General Hospital,Phase 2
NCT02002819,2014.0,OTHER,lead,University of Minnesota,Phase 2
NCT02002832,2013.0,INDUSTRY,lead,"Sumitomo Pharma (Suzhou) Co., Ltd.",Phase 3
NCT02002858,2014.0,OTHER,lead,University of Houston,Phase 1
NCT02002858,2014.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 1
NCT02002884,2014.0,INDUSTRY,lead,Merz Pharmaceuticals GmbH,Phase 3
NCT02003144,2015.0,INDUSTRY,lead,"Alexion Pharmaceuticals, Inc.",Phase 3
NCT02003313,2013.0,INDUSTRY,lead,"Beijing Minhai Biotechnology Co., Ltd",Phase 3
NCT02003495,2013.0,INDUSTRY,lead,"Beijing Minhai Biotechnology Co., Ltd",Phase 3
NCT02003638,2012.0,OTHER,lead,University of Pennsylvania,Not Applicable
NCT02003664,2013.0,OTHER,lead,University of Pennsylvania,Phase 2
NCT02004171,2013.0,OTHER,lead,New York State Psychiatric Institute,Not Applicable
NCT02004171,2013.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Not Applicable
NCT02004288,2013.0,INDUSTRY,lead,BioGaia AB,Not Applicable
NCT02004392,2014.0,INDUSTRY,lead,FORUM Pharmaceuticals Inc,Phase 3
NCT02004691,2015.0,INDUSTRY,lead,"Genzyme, a Sanofi Company",Phase 2/Phase 3
NCT02004704,2013.0,INDUSTRY,lead,"Genzyme, a Sanofi Company",Phase 2
NCT02005029,2013.0,OTHER,lead,Virginia Commonwealth University,Not Applicable
NCT02005536,2013.0,INDUSTRY,lead,"Sanofi Pasteur, a Sanofi Company",Phase 4
NCT02005822,2013.0,OTHER,lead,Dr. Ann C.T.M. Vossen,Phase 3
NCT02005822,2013.0,OTHER,collaborator,Stichting Nuts Ohra,Phase 3
NCT02005822,2013.0,OTHER,collaborator,Leiden University Medical Center,Phase 3
NCT02006121,2014.0,INDUSTRY,lead,Britannia Pharmaceuticals Ltd.,Phase 3
NCT02006160,2011.0,OTHER,lead,State University of New York at Buffalo,Phase 2/Phase 3
NCT02006290,2014.0,INDUSTRY,lead,Pfizer,Phase 1
NCT02006472,2014.0,INDUSTRY,lead,Prilenia,Phase 2
NCT02006472,2014.0,NETWORK,collaborator,European Huntington's Disease Network,Phase 2
NCT02006472,2014.0,NETWORK,collaborator,Huntington Study Group,Phase 2
NCT02006628,2014.0,INDUSTRY,lead,Jazz Pharmaceuticals,Phase 2
NCT02006641,2014.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 3
NCT02006641,2014.0,INDUSTRY,collaborator,"Otsuka Pharmaceutical Co., Ltd.",Phase 3
NCT02006654,2014.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 3
NCT02006654,2014.0,INDUSTRY,collaborator,"Otsuka Pharmaceutical Co., Ltd.",Phase 3
NCT02007447,2015.0,OTHER,lead,University of Sao Paulo General Hospital,Phase 2/Phase 3
NCT02007694,2013.0,OTHER,lead,VU University of Amsterdam,Phase 2/Phase 3
NCT02007798,2014.0,OTHER,lead,"China Medical University, China",Not Applicable
NCT02007850,2014.0,OTHER,lead,Seoul National University Hospital,Not Applicable
NCT02007928,2013.0,OTHER,lead,Centre Hospitalier Universitaire de Nice,Not Applicable
NCT02008292,2013.0,OTHER,lead,Yale University,Not Applicable
NCT02008292,2013.0,NIH,collaborator,National Institutes of Health (NIH),Not Applicable
NCT02008292,2013.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Not Applicable
NCT02008357,2014.0,INDUSTRY,lead,Eli Lilly and Company,Phase 3
NCT02008357,2014.0,OTHER,collaborator,Alzheimer's Therapeutic Research Institute,Phase 3
NCT02008721,2014.0,OTHER,lead,Dr. Johannes Levin,Phase 3
NCT02008721,2014.0,OTHER,collaborator,German Center for Neurodegenerative Diseases (DZNE),Phase 3
NCT02008721,2014.0,UNKNOWN,collaborator,Deutsche Parkinson Vereinigung,Phase 3
NCT02008721,2014.0,OTHER,collaborator,German Foundation for Neurology,Phase 3
NCT02008721,2014.0,UNKNOWN,collaborator,ParkinsonFonds Deutschland gGmbH,Phase 3
NCT02008747,2011.0,INDUSTRY,lead,Dr. Horst Schmidt Klinik GmbH,Not Applicable
NCT02008773,2014.0,OTHER,lead,Indiana University,Phase 2
NCT02008773,2014.0,OTHER,collaborator,Stanley Medical Research Institute,Phase 2
NCT02008773,2014.0,OTHER,collaborator,Sheppard Pratt Health System,Phase 2
NCT02008773,2014.0,OTHER,collaborator,University of Maryland,Phase 2
NCT02008773,2014.0,UNKNOWN,collaborator,"Centers for Behavioral Health, LLC",Phase 2
NCT02008773,2014.0,OTHER,collaborator,"Laureate Institute for Brain Research, Inc.",Phase 2
NCT02008773,2014.0,OTHER,collaborator,University of Kansas Medical Center,Phase 2
NCT02008773,2014.0,OTHER,collaborator,"University of California, Los Angeles",Phase 2
NCT02008773,2014.0,OTHER,collaborator,Yale University,Phase 2
NCT02008773,2014.0,INDUSTRY,collaborator,"Innovative Clinical Research, Inc.",Phase 2
NCT02008773,2014.0,UNKNOWN,collaborator,"University of California Riverside at C.I. Trials, Inc.-Inland Empire",Phase 2
NCT02008773,2014.0,INDUSTRY,collaborator,Clinical Innovations,Phase 2
NCT02009124,2012.0,OTHER,lead,Neurogen Brain and Spine Institute,Phase 2
NCT02009163,2014.0,INDUSTRY,lead,Shire,Phase 3
NCT02010606,2014.0,OTHER,lead,Cedars-Sinai Medical Center,Phase 1
NCT02011191,2006.0,OTHER,lead,"Heidi Moretti, MS, RD",Not Applicable
NCT02011191,2006.0,OTHER,collaborator,Saint Patrick Hospital,Not Applicable
NCT02011191,2006.0,OTHER,collaborator,University of Arkansas,Not Applicable
NCT02011321,2014.0,OTHER,lead,Henry Ford Health System,Phase 2
NCT02011451,2015.0,OTHER,lead,Louisiana State University Health Sciences Center in New Orleans,Phase 2
NCT02011451,2015.0,OTHER,collaborator,National Multiple Sclerosis Society,Phase 2
NCT02011516,2013.0,OTHER,lead,University of Pennsylvania,Phase 2
NCT02011516,2013.0,OTHER_GOV,collaborator,Pennsylvania Department of Health,Phase 2
NCT02011750,2013.0,OTHER,lead,University of Pittsburgh,Phase 4
NCT02011750,2013.0,OTHER,collaborator,Mansoura University,Phase 4
NCT02011750,2013.0,OTHER,collaborator,Stanley Medical Research Institute,Phase 4
NCT02011971,2012.0,OTHER,lead,Stanford University,Phase 1/Phase 2
NCT02012335,2014.0,OTHER,lead,Hospital de Clinicas de Porto Alegre,Not Applicable
NCT02012582,2009.0,INDUSTRY,lead,veriNOS operations GmbH,Phase 2
NCT02013232,2013.0,OTHER,lead,Beijing HuiLongGuan Hospital,Not Applicable
NCT02013258,2015.0,OTHER,lead,University of Florida,Phase 1
NCT02013258,2015.0,NIH,collaborator,National Institutes of Health (NIH),Phase 1
NCT02013466,2008.0,INDUSTRY,lead,Nutricia Research,Phase 1
NCT02013622,2013.0,INDUSTRY,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 3
NCT02013622,2013.0,INDUSTRY,collaborator,"Otsuka Pharmaceutical Co., Ltd.",Phase 3
NCT02015039,2013.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 1/Phase 2
NCT02015481,2014.0,INDUSTRY,lead,Bioblast Pharma Ltd.,Phase 2
NCT02015949,2014.0,OTHER,lead,Imperial College London,Phase 4
NCT02016547,2013.0,OTHER,lead,SOS Attaque Cérébrale,Phase 4
NCT02016560,2013.0,INDUSTRY,lead,Avid Radiopharmaceuticals,Phase 2/Phase 3
NCT02016885,2013.0,INDUSTRY,lead,Journey Medical Corporation,Phase 2
NCT02017119,2011.0,OTHER,lead,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Phase 2
NCT02017340,2013.0,OTHER,lead,Prof Brian Lawlor,Phase 3
NCT02017340,2013.0,OTHER,collaborator,"University of Dublin, Trinity College",Phase 3
NCT02017340,2013.0,UNKNOWN,collaborator,Molecular Medicine Ireland LBG,Phase 3
NCT02017340,2013.0,OTHER,collaborator,Alzheimer Europe,Phase 3
NCT02017340,2013.0,INDUSTRY,collaborator,"Archer Pharmaceuticals, Inc.",Phase 3
NCT02017340,2013.0,UNKNOWN,collaborator,E-Search Limited,Phase 3
NCT02017340,2013.0,OTHER,collaborator,University College Dublin,Phase 3
NCT02017340,2013.0,OTHER,collaborator,King's College London,Phase 3
NCT02017340,2013.0,OTHER,collaborator,Istituto Di Ricerche Farmacologiche Mario Negri,Phase 3
NCT02017340,2013.0,OTHER,collaborator,"University Hospital, Lille",Phase 3
NCT02017340,2013.0,OTHER,collaborator,University of Ulm,Phase 3
NCT02017340,2013.0,OTHER,collaborator,Szeged University,Phase 3
NCT02017340,2013.0,OTHER,collaborator,Göteborg University,Phase 3
NCT02017340,2013.0,OTHER,collaborator,University College Cork,Phase 3
NCT02017340,2013.0,OTHER,collaborator,Aristotle University Of Thessaloniki,Phase 3
NCT02017340,2013.0,OTHER,collaborator,Stichting Katholieke Universiteit,Phase 3
NCT02017444,2014.0,OTHER,lead,University of Birmingham,Phase 2
NCT02018263,2013.0,OTHER,lead,Yale University,Phase 1
NCT02018406,2011.0,OTHER,lead,Yonsei University,Phase 1/Phase 2
NCT02019017,2013.0,OTHER,lead,Norwegian University of Science and Technology,Phase 1/Phase 2
NCT02019017,2013.0,OTHER,collaborator,St. Olavs Hospital,Phase 1/Phase 2
NCT02019329,2014.0,INDUSTRY,lead,Hoffmann-La Roche,Phase 1
NCT02019550,2014.0,INDUSTRY,lead,EMD Serono,Phase 4
NCT02019667,2014.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT02019940,2014.0,OTHER,lead,Yale University,Phase 1
NCT02019940,2014.0,FED,collaborator,National Center for PTSD,Phase 1
NCT02020408,2011.0,OTHER,lead,"University of California, San Diego",Phase 4
NCT02020408,2011.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 4
NCT02021201,2008.0,OTHER,lead,Birte Glenthoj,Phase 4
NCT02021201,2008.0,OTHER,collaborator,Icahn School of Medicine at Mount Sinai,Phase 4
NCT02021214,2014.0,OTHER,lead,"University of California, San Diego",Early Phase 1
NCT02021461,2012.0,INDUSTRY,lead,Bial - Portela C S.A.,Phase 2
NCT02021669,2014.0,OTHER,lead,Washington University School of Medicine,Phase 2
NCT02021669,2014.0,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Phase 2
NCT02021825,2009.0,OTHER,lead,"Xuanwu Hospital, Beijing",Phase 4
NCT02022488,2012.0,OTHER,lead,Yeditepe University Hospital,Phase 4
NCT02022709,2014.0,OTHER,lead,Shanghai Mental Health Center,Phase 4
NCT02022709,2014.0,OTHER_GOV,collaborator,Shanghai Municipal Science and Technology Commission,Phase 4
NCT02022709,2014.0,OTHER,collaborator,Shanghai Jiao Tong University School of Medicine,Phase 4
NCT02023424,2014.0,OTHER_GOV,lead,Sheba Medical Center,Phase 1
NCT02024191,2013.0,OTHER_GOV,lead,Ankara Education and Research Hospital,Phase 3
NCT02024230,2014.0,OTHER,lead,Fujita Health University,Phase 4
NCT02024373,2013.0,OTHER,lead,Oriental Neurosurgery Evidence-Based-Study Team,Phase 2
NCT02024789,2014.0,INDUSTRY,lead,Hoffmann-La Roche,Phase 2
NCT02024932,2014.0,INDUSTRY,lead,Novartis Pharmaceuticals,Phase 2
NCT02025179,2013.0,OTHER,lead,Northwestern University,Phase 2
NCT02025179,2013.0,FED,collaborator,United States Department of Defense,Phase 2
NCT02025439,2014.0,FED,lead,Edward Hines Jr. VA Hospital,Not Applicable
NCT02025608,2013.0,OTHER,lead,Mauro Manconi,Phase 4
NCT02025608,2013.0,OTHER,collaborator,"Insel Gruppe AG, University Hospital Bern",Phase 4
NCT02025608,2013.0,OTHER,collaborator,Cardiocentro Ticino,Phase 4
NCT02025686,2012.0,OTHER,lead,Per Rotbøll Nielsen,Not Applicable
NCT02025855,2014.0,OTHER,lead,Henry Ford Health System,Phase 4
NCT02027246,2008.0,OTHER,lead,Neurogen Brain and Spine Institute,Phase 1
NCT02027701,2014.0,INDUSTRY,lead,CSL Behring,Phase 3
NCT02027987,2013.0,OTHER,lead,Xijing Hospital,Phase 1
NCT02028104,2010.0,OTHER,lead,Neurogen Brain and Spine Institute,Phase 1
NCT02028260,2014.0,OTHER,lead,Brigham and Women's Hospital,Phase 3
NCT02029547,2014.0,INDUSTRY,lead,Avid Radiopharmaceuticals,Not Applicable
NCT02030015,2015.0,OTHER,lead,University of Minnesota,Phase 4
NCT02030015,2015.0,NETWORK,collaborator,Rare Diseases Clinical Research Network,Phase 4
NCT02030015,2015.0,NIH,collaborator,National Center for Advancing Translational Sciences (NCATS),Phase 4
NCT02030015,2015.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 4
NCT02030015,2015.0,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Phase 4
NCT02030015,2015.0,OTHER,collaborator,Lysosomal Disease Network,Phase 4
NCT02031198,2014.0,INDUSTRY,lead,Axon Neuroscience SE,Phase 1
NCT02031692,2013.0,OTHER,lead,Seoul National University Bundang Hospital,Phase 4
NCT02031692,2013.0,OTHER_GOV,collaborator,"Ministry of Food and Drug Safety, Korea",Phase 4
NCT02033941,2018.0,OTHER,lead,Hillel Grossman,Phase 2
NCT02033941,2018.0,NIH,collaborator,National Center for Complementary and Integrative Health (NCCIH),Phase 2
NCT02034071,2014.0,INDUSTRY,lead,"Essentialis, Inc.",Phase 1/Phase 2
NCT02034188,2014.0,INDUSTRY,lead,Translational Biosciences,Phase 1/Phase 2
NCT02034331,2012.0,FED,lead,James J. Peters Veterans Affairs Medical Center,Not Applicable
NCT02034474,2014.0,OTHER,lead,New York State Psychiatric Institute,Phase 4
NCT02034474,2014.0,OTHER,collaborator,Stanley Medical Research Institute,Phase 4
NCT02034760,2014.0,OTHER,lead,Bispebjerg Hospital,Not Applicable
NCT02034760,2014.0,OTHER,collaborator,University of Copenhagen,Not Applicable
NCT02034760,2014.0,INDUSTRY,collaborator,Arla Foods,Not Applicable
NCT02035020,2013.0,OTHER,lead,Azienda Policlinico Umberto I,Phase 2
NCT02035111,2014.0,INDUSTRY,lead,"Jiangsu Kanion Pharmaceutical Co., Ltd",Phase 4
NCT02035111,2014.0,OTHER,collaborator,"Beijing Bionovo Medicine Development Co., Ltd.",Phase 4
NCT02035501,2014.0,OTHER,lead,Hadassah Medical Organization,Phase 2
NCT02035982,2010.0,OTHER,lead,Sunnybrook Health Sciences Centre,Phase 3
NCT02036125,2013.0,OTHER,lead,Université de Sherbrooke,Not Applicable
NCT02036450,2014.0,OTHER,lead,"Rigshospitalet, Denmark",Not Applicable
NCT02036450,2014.0,OTHER,collaborator,Bispebjerg Hospital,Not Applicable
NCT02036450,2014.0,OTHER,collaborator,Zealand University Hospital,Not Applicable
NCT02036450,2014.0,OTHER,collaborator,Odense University Hospital,Not Applicable
NCT02036450,2014.0,OTHER,collaborator,University of Southern Denmark,Not Applicable
NCT02036450,2014.0,OTHER,collaborator,Aalborg University,Not Applicable
NCT02037035,2013.0,OTHER,lead,Yale University,Early Phase 1
NCT02037035,2013.0,NIH,collaborator,National Institute of Mental Health (NIMH),Early Phase 1
NCT02037035,2013.0,OTHER,collaborator,American Psychiatric Association,Early Phase 1
NCT02037074,2014.0,INDUSTRY,lead,FORUM Pharmaceuticals Inc,Phase 1
NCT02037126,2015.0,OTHER,lead,University of Alabama at Birmingham,Phase 2
NCT02037815,2014.0,OTHER,lead,Capital Medical University,Phase 4
NCT02038712,2006.0,OTHER,lead,New York Obesity and Nutrition Research Center,Not Applicable
NCT02038712,2006.0,OTHER,collaborator,Columbia University,Not Applicable
NCT02038972,2013.0,OTHER,lead,"James Baumgartner, MD",Phase 1/Phase 2
NCT02038972,2013.0,OTHER,collaborator,"CBR Systems, Inc.",Phase 1/Phase 2
NCT02039024,2012.0,OTHER,lead,Chang Gung Memorial Hospital,Phase 2
NCT02039024,2012.0,OTHER_GOV,collaborator,"National Science Council, Taiwan",Phase 2
NCT02039349,2014.0,NIH,lead,National Institute on Alcohol Abuse and Alcoholism (NIAAA),Phase 1
NCT02039349,2014.0,NIH,collaborator,National Center for Advancing Translational Sciences (NCATS),Phase 1
NCT02039349,2014.0,OTHER,collaborator,University of Rhode Island,Phase 1
NCT02039375,2014.0,OTHER,lead,Johns Hopkins University,Not Applicable
NCT02039401,2014.0,INDUSTRY,lead,"Helixmith Co., Ltd.",Phase 1/Phase 2
NCT02039479,2014.0,OTHER,lead,Technische Universität Dresden,Not Applicable
NCT02039778,2013.0,OTHER,lead,Beth Israel Medical Center,Not Applicable
NCT02039778,2013.0,OTHER,collaborator,St. Luke's-Roosevelt Hospital Center,Not Applicable
NCT02040116,2013.0,OTHER,lead,Wake Forest University Health Sciences,Phase 4
NCT02040194,2014.0,INDUSTRY,lead,Auris Medical AG,Phase 3
NCT02040207,2014.0,INDUSTRY,lead,Auris Medical AG,Phase 3
NCT02040298,2014.0,OTHER,lead,"University of California, San Francisco",Phase 2
NCT02040636,1999.0,INDUSTRY,lead,"Sanofi Pasteur, a Sanofi Company",Phase 2
NCT02040883,2014.0,OTHER_GOV,lead,Qingyun Yin,Phase 4
NCT02040987,2014.0,INDUSTRY,lead,AstraZeneca,Phase 1
NCT02040987,2014.0,INDUSTRY,collaborator,Parexel,Phase 1
NCT02041455,2010.0,OTHER,lead,Hospital de Clinicas de Porto Alegre,Phase 2/Phase 3
NCT02042534,2014.0,OTHER,lead,Asan Medical Center,Phase 2
NCT02042534,2014.0,INDUSTRY,collaborator,Bayer,Phase 2
NCT02042573,2013.0,OTHER,lead,Centre Hospitalier Universitaire Dijon,Phase 4
NCT02043171,2014.0,INDUSTRY,lead,Metabolic Technologies Inc.,Phase 1
NCT02043171,2014.0,OTHER,collaborator,Iowa State University,Phase 1
NCT02043548,2014.0,OTHER,lead,Chester Oddis,Phase 2
